topology,timestep,pathopt_mlu,status
vtlwavenet2011,62,11800.790967178353,Optimal
vtlwavenet2011,63,11586.452269077301,Optimal
vtlwavenet2011,64,11445.217612552646,Optimal
vtlwavenet2011,65,11331.761276340487,Optimal
vtlwavenet2011,66,11238.375600242614,Optimal
vtlwavenet2011,67,11090.413920116427,Optimal
vtlwavenet2011,68,11055.162897253036,Optimal
vtlwavenet2011,69,11017.40244445801,Optimal
vtlwavenet2011,70,10939.663146495823,Optimal
vtlwavenet2011,71,10880.215892601012,Optimal
vtlwavenet2011,72,10862.54205827713,Optimal
vtlwavenet2011,73,10833.264834022522,Optimal
vtlwavenet2011,74,10845.742570686341,Optimal
vtlwavenet2011,75,10877.878405570986,Optimal
vtlwavenet2011,76,10942.463086414336,Optimal
vtlwavenet2011,77,11048.590432453157,Optimal
vtlwavenet2011,78,11096.239936256408,Optimal
vtlwavenet2011,79,11193.597777557374,Optimal
vtlwavenet2011,80,11241.737470626835,Optimal
vtlwavenet2011,81,11455.21969099045,Optimal
vtlwavenet2011,82,11563.82300567627,Optimal
vtlwavenet2011,83,11710.993531227112,Optimal
vtlwavenet2011,84,11892.94947986603,Optimal
vtlwavenet2011,85,12009.187982082367,Optimal
vtlwavenet2011,86,12227.92676897049,Optimal
vtlwavenet2011,87,12459.019502353669,Optimal
vtlwavenet2011,88,12733.878927230835,Optimal
vtlwavenet2011,89,13177.362151050567,Optimal
vtlwavenet2011,90,13483.591545009625,Optimal
vtlwavenet2011,91,13851.376113796234,Optimal
vtlwavenet2011,92,14272.921971321106,Optimal
vtlwavenet2011,93,14581.372865009307,Optimal
vtlwavenet2011,94,14883.537359714508,Optimal
vtlwavenet2011,95,15248.447984409333,Optimal
vtlwavenet2011,96,15635.117791461944,Optimal
vtlwavenet2011,97,15871.848886775977,Optimal
vtlwavenet2011,98,16229.439347648624,Optimal
vtlwavenet2011,99,16441.935142421724,Optimal
vtlwavenet2011,100,16745.95189857483,Optimal
vtlwavenet2011,101,16964.09182929993,Optimal
vtlwavenet2011,102,17159.128464794157,Optimal
vtlwavenet2011,103,17243.169900608063,Optimal
vtlwavenet2011,104,17494.23784093857,Optimal
vtlwavenet2011,105,17613.704976749425,Optimal
vtlwavenet2011,106,17740.95098314285,Optimal
vtlwavenet2011,107,17817.124436855316,Optimal
vtlwavenet2011,108,17899.653125286102,Optimal
vtlwavenet2011,109,17955.073979568486,Optimal
vtlwavenet2011,110,17915.526163291932,Optimal
vtlwavenet2011,111,17982.79937925339,Optimal
vtlwavenet2011,112,18107.484920120238,Optimal
vtlwavenet2011,113,18241.29420957565,Optimal
vtlwavenet2011,114,18351.98433570862,Optimal
vtlwavenet2011,115,18510.33074169159,Optimal
vtlwavenet2011,116,18604.35446119309,Optimal
vtlwavenet2011,117,18706.590334701537,Optimal
vtlwavenet2011,118,18703.584407234197,Optimal
vtlwavenet2011,119,18855.9373500824,Optimal
vtlwavenet2011,120,18810.284030246734,Optimal
vtlwavenet2011,121,18837.082746601107,Optimal
vtlwavenet2011,122,18841.72954120636,Optimal
vtlwavenet2011,123,18841.09090385437,Optimal
vtlwavenet2011,124,18779.674255180358,Optimal
vtlwavenet2011,125,18764.730627155302,Optimal
vtlwavenet2011,126,18637.374666690826,Optimal
vtlwavenet2011,127,18607.37952747345,Optimal
vtlwavenet2011,128,18465.536646270753,Optimal
vtlwavenet2011,129,18369.580624961854,Optimal
vtlwavenet2011,130,18175.63099937439,Optimal
vtlwavenet2011,131,18076.359240818023,Optimal
vtlwavenet2011,132,17873.307448101048,Optimal
vtlwavenet2011,133,17698.40808429718,Optimal
vtlwavenet2011,134,17572.48985776902,Optimal
vtlwavenet2011,135,17313.27879123688,Optimal
vtlwavenet2011,136,17313.01665210724,Optimal
vtlwavenet2011,137,17238.4237277031,Optimal
vtlwavenet2011,138,17154.786591911317,Optimal
vtlwavenet2011,139,17073.4199631691,Optimal
vtlwavenet2011,140,16886.596361446384,Optimal
vtlwavenet2011,141,16745.539454746257,Optimal
vtlwavenet2011,142,16616.093503856664,Optimal
vtlwavenet2011,143,16443.43496656418,Optimal
vtlwavenet2011,144,16219.069802856447,Optimal
vtlwavenet2011,145,16044.722939395904,Optimal
vtlwavenet2011,146,15715.895960140231,Optimal
vtlwavenet2011,147,15527.002187061309,Optimal
vtlwavenet2011,148,15185.917113780979,Optimal
vtlwavenet2011,149,14949.210015869141,Optimal
vtlwavenet2011,150,14538.674209880835,Optimal
vtlwavenet2011,151,14234.160882091523,Optimal
vtlwavenet2011,152,13937.753134059909,Optimal
vtlwavenet2011,153,13632.38669538498,Optimal
vtlwavenet2011,154,13289.163632011414,Optimal
vtlwavenet2011,155,12968.034289741518,Optimal
vtlwavenet2011,156,12672.413401412963,Optimal
vtlwavenet2011,157,12298.53676042557,Optimal
vtlwavenet2011,158,12042.116740512847,Optimal
vtlwavenet2011,159,11764.602361583711,Optimal
vtlwavenet2011,160,11577.400735282898,Optimal
vtlwavenet2011,161,11455.861068344118,Optimal
vtlwavenet2011,162,11362.48003406525,Optimal
vtlwavenet2011,163,11244.273836231234,Optimal
vtlwavenet2011,164,11147.254165649416,Optimal
vtlwavenet2011,165,11033.520768070226,Optimal
vtlwavenet2011,166,11052.393628406526,Optimal
vtlwavenet2011,167,10992.792173004153,Optimal
vtlwavenet2011,168,10911.530282306672,Optimal
vtlwavenet2011,169,10916.522888469697,Optimal
vtlwavenet2011,170,10941.549449253085,Optimal
vtlwavenet2011,171,10917.879286766054,Optimal
vtlwavenet2011,172,11027.678594875335,Optimal
vtlwavenet2011,173,11042.241364097597,Optimal
vtlwavenet2011,174,11093.129845046997,Optimal
vtlwavenet2011,175,11199.682178592684,Optimal
vtlwavenet2011,176,11231.743702316284,Optimal
vtlwavenet2011,177,11386.42242746353,Optimal
vtlwavenet2011,178,11511.207623100283,Optimal
vtlwavenet2011,179,11629.032444572451,Optimal
vtlwavenet2011,180,11810.343546390533,Optimal
vtlwavenet2011,181,11953.230180549623,Optimal
vtlwavenet2011,182,12143.806040859223,Optimal
vtlwavenet2011,183,12320.28464574814,Optimal
vtlwavenet2011,184,12643.149070644378,Optimal
vtlwavenet2011,185,13071.661411380768,Optimal
vtlwavenet2011,186,13304.077445411682,Optimal
vtlwavenet2011,187,13656.300510120393,Optimal
vtlwavenet2011,188,14007.08650484085,Optimal
vtlwavenet2011,189,14375.43021659851,Optimal
vtlwavenet2011,190,14713.478520774841,Optimal
vtlwavenet2011,191,15046.500488758087,Optimal
vtlwavenet2011,192,15314.684164237979,Optimal
vtlwavenet2011,193,15610.372007369995,Optimal
vtlwavenet2011,194,15839.360423278811,Optimal
vtlwavenet2011,195,16153.846374320983,Optimal
vtlwavenet2011,196,16392.28598623276,Optimal
vtlwavenet2011,197,16604.17037830353,Optimal
vtlwavenet2011,198,16805.008416271212,Optimal
vtlwavenet2011,199,16933.761666107177,Optimal
